datetime,name,lat,lon,WV,WD,TEMP,HUMI,PRES,PM01,PM25,PM10
20230601T0000+0400,Fidas Station (ACCESS),24.5254,54.4319,3.559753333333333,241.48070666666666,30.4164023,73.52958361666667,1004.7552642833333,19.162423433333334,81.48448265,290.2665880166667
20230601T0100+0400,Fidas Station (ACCESS),24.5254,54.4319,4.56112,246.6104183333333,30.39202005,73.53954598333333,1004.2387878666667,17.029423166666668,78.17686556666666,284.1018015833333
20230601T0200+0400,Fidas Station (ACCESS),24.5254,54.4319,5.06189,246.411935,30.453152183333334,74.46673683333333,1004.0032116,16.222508916666666,72.31700938333333,252.15467420000002
20230601T0300+0400,Fidas Station (ACCESS),24.5254,54.4319,5.628436666666667,237.97105666666667,30.225443933333334,74.66596126666667,1004.1254516,15.371866016666667,65.80036466666667,223.3644894166667
20230601T0400+0400,Fidas Station (ACCESS),24.5254,54.4319,5.173346666666666,241.46844000000002,30.05233786666667,75.08474589999999,1004.3218791333333,15.784643866666666,56.41456621666667,176.25635716666665
20230601T0500+0400,Fidas Station (ACCESS),24.5254,54.4319,5.615103333333334,243.79023333333333,30.275960666666666,73.47132280000001,1004.5201548833334,17.09386085,54.54004071666667,170.19346951666665
20230601T0600+0400,Fidas Station (ACCESS),24.5254,54.4319,5.490936666666667,239.41389166666667,30.94672428333333,71.18063488333334,1004.9352101500001,19.115330933333333,56.66243596666666,181.05142575
20230601T0700+0400,Fidas Station (ACCESS),24.5254,54.4319,6.855836666666666,245.908965,32.73968065,60.831234683333335,1005.67582705,17.36536753333333,55.90489195,200.92582613333335
20230601T0800+0400,Fidas Station (ACCESS),24.5254,54.4319,8.519366666666667,246.89403,34.27217306666667,53.105038,1006.1941385333333,17.728537083333332,55.29967825000001,193.22320356666665
20230601T0900+0400,Fidas Station (ACCESS),24.5254,54.4319,10.308516666666666,255.8164633333333,35.410255766666666,46.8166782,1006.5604391666667,16.90446023333333,52.536775049999996,186.11139393333332
20230601T1000+0400,Fidas Station (ACCESS),24.5254,54.4319,11.329468333333333,255.620915,36.321291249999994,42.0346966,1006.72459415,17.1698569,50.63463768333334,189.25077951666665
20230601T1100+0400,Fidas Station (ACCESS),24.5254,54.4319,12.441894999999999,256.4251733333333,36.45431776666667,43.04869348333333,1006.5400605166667,18.904046966666666,52.74482343333333,190.63265225
20230601T1200+0400,Fidas Station (ACCESS),24.5254,54.4319,14.072523333333333,255.61139,36.521031783333335,45.31317386666667,1006.0737161666667,21.67207225,54.14832796666666,183.50423313333334
20230601T1300+0400,Fidas Station (ACCESS),24.5254,54.4319,13.76971,258.52945166666666,36.26184845,48.22237806666667,1005.5897450666666,20.76213415,52.321204116666664,174.02486145
20230601T1400+0400,Fidas Station (ACCESS),24.5254,54.4319,11.68627,259.41693000000004,36.1593915,50.2172745,1005.0045756,22.019886083333333,53.2805176,176.34060506666668
20230601T1500+0400,Fidas Station (ACCESS),24.5254,54.4319,9.591903333333333,260.47303666666664,35.94124243333333,50.45358306666667,1004.6066875,21.560379,53.802938749999996,184.7188457833333
20230601T1600+0400,Fidas Station (ACCESS),24.5254,54.4319,11.578506666666668,257.42526833333335,35.55894488333333,51.71260683333333,1004.2522877499999,21.54495105,50.60381953333333,157.1197564166667
20230601T1700+0400,Fidas Station (ACCESS),24.5254,54.4319,10.507485,258.52642499999996,34.90126216666667,54.93368761666667,1004.0840058833334,20.887584666666665,45.76537351666666,129.92176133333334
20230601T1800+0400,Fidas Station (ACCESS),24.5254,54.4319,9.149723333333332,256.46511,33.75144521666667,58.85631933333333,1004.0709624333334,18.125198450000003,39.46751653333333,102.98996073333333
20230601T1900+0400,Fidas Station (ACCESS),24.5254,54.4319,8.266346666666667,253.93750166666666,33.02014365,59.18802446666667,1004.3468455833333,15.307227916666667,34.953813833333335,90.98055861666667
20230601T2000+0400,Fidas Station (ACCESS),24.5254,54.4319,7.6343466666666675,254.25316,32.50293753333333,60.21295033333333,1004.5837869666667,13.440615016666667,31.6337386,82.6798984
20230601T2100+0400,Fidas Station (ACCESS),24.5254,54.4319,7.074716666666666,253.54622,32.0719844,61.7556469,1004.8397502333333,11.966177633333333,29.682698916666666,80.59360056666667
20230601T2200+0400,Fidas Station (ACCESS),24.5254,54.4319,7.17877,252.81262166666664,31.80500088333333,61.5505792,1005.0345613833334,11.18872855,29.350687983333334,81.51282186666667
20230601T2300+0400,Fidas Station (ACCESS),24.5254,54.4319,8.755425,241.34255,31.428729766666667,64.20365615,1005.06362905,11.1041557,28.592407383333335,78.38715846666668
20230602T0000+0400,Fidas Station (ACCESS),24.5254,54.4319,11.733586666666667,235.95284166666667,31.4825205,61.32056356666667,1004.5538025000001,10.49013545,26.907819033333332,72.72291605000001
20230602T0100+0400,Fidas Station (ACCESS),24.5254,54.4319,13.26628,236.99220666666668,31.582693316666667,60.26968588333333,1003.9015513666667,10.914616266666666,27.478931883333335,79.12618223333334
20230602T0200+0400,Fidas Station (ACCESS),24.5254,54.4319,15.039973333333334,229.63820333333334,31.57155326666667,61.52634686666667,1003.701475,10.534914633333333,25.83799865,70.64945643333334
20230602T0300+0400,Fidas Station (ACCESS),24.5254,54.4319,13.757896666666666,229.735065,31.5164475,62.87685705,1003.5519559833334,10.234571116666666,25.32537711666667,66.22015865
20230602T0400+0400,Fidas Station (ACCESS),24.5254,54.4319,12.817041666666666,233.30924833333333,31.49025735,61.12215141666666,1003.6760590166667,9.808235166666666,25.026756799999998,68.24169335
20230602T0500+0400,Fidas Station (ACCESS),24.5254,54.4319,14.437571666666665,231.43477666666666,31.67979875,60.83190568333334,1004.1575073333333,9.437980466666666,25.066007733333333,69.08298248333334
20230602T0600+0400,Fidas Station (ACCESS),24.5254,54.4319,13.270745,239.04255666666668,32.06881188333333,59.319727316666665,1004.9072784166667,9.653929816666666,25.022020166666668,68.44898265
20230602T0700+0400,Fidas Station (ACCESS),24.5254,54.4319,13.012503333333333,244.13693333333333,32.87605406666667,57.181121366666666,1005.5654784666666,9.913934083333334,24.875753816666666,70.8153593
20230602T0800+0400,Fidas Station (ACCESS),24.5254,54.4319,13.607006666666667,248.89182333333335,33.88754256666667,52.11904113333333,1006.0000019333334,9.843331783333333,24.147765166666666,74.92118771666667
20230602T0900+0400,Fidas Station (ACCESS),24.5254,54.4319,15.070398333333333,249.79148500000002,34.50259583333333,49.441417066666666,1006.3784332166667,9.706800483333334,24.29418121666667,82.75932696666668
20230602T1000+0400,Fidas Station (ACCESS),24.5254,54.4319,17.092513333333333,247.50302833333333,35.143132550000004,46.15207493333333,1006.4700165666667,9.94529385,31.437956633333332,137.57910608333336
20230602T1100+0400,Fidas Station (ACCESS),24.5254,54.4319,17.760730000000002,248.52169833333335,35.83266823333334,42.31965398333333,1006.46704095,10.543782583333332,41.107449800000005,211.28962146666666
